Слово,Частота,Процент
представило,3,0.000533501208380237
глубокое,3,0.000533501208380237
искреннее,1,0.00017783373612674568
выражение,168,0.029876067669293273
преданности,10,0.0017783373612674565
уважения,15,0.002667506041901185
соединенное,1,0.00017783373612674568
грустью,14,0.0024896723057744393
ней,450,0.08002518125703555
бывало,36,0.006402014500562844
каждый,136,0.024185388113237408
раз,488,0.08678286322985189
разговоре,11,0.0019561710973942026
упоминала,2,0.00035566747225349135
своей,441,0.07842467763189484
высокой,14,0.0024896723057744393
покровительнице,2,0.00035566747225349135
вели,24,0.004268009667041896
чество,1,0.00017783373612674568
пресловутый,1,0.00017783373612674568
нейтралитет,2,0.00035566747225349135
пруссии,10,0.0017783373612674565
западня,1,0.00017783373612674568
кстати,10,0.0017783373612674565
виконт,57,0.010136522959224502
мортемар,6,0.001067002416760474
родстве,2,0.00035566747225349135
монморанси,3,0.000533501208380237
чрез,18,0.003201007250281422
роганов,2,0.00035566747225349135
аббат,12,0.002134004833520948
морио,4,0.0007113349445069827
вдовствующая,2,0.00035566747225349135
императрица,10,0.0017783373612674565
барон,7,0.0012448361528872196
ничтожное,1,0.00017783373612674568
существо,22,0.003912342194788405
рекомендован,5,0.0008891686806337283
матери,121,0.021517882071336224
сестрою,3,0.000533501208380237
изволила,4,0.0007113349445069827
оказать,4,0.0007113349445069827
beaucoup,14,0.0024896723057744393
estime,5,0.0008891686806337283
взгляд,114,0.020273045918449004
подернулся,1,0.00017783373612674568
равнодушно,13,0.0023118385696476937
замолк,12,0.002134004833520948
свойственною,14,0.0024896723057744393
придворною,6,0.001067002416760474
женскою,5,0.0008891686806337283
ловкостью,5,0.0008891686806337283
быстротою,4,0.0007113349445069827
такта,7,0.0012448361528872196
захотела,1,0.00017783373612674568
щелконуть,1,0.00017783373612674568
дерзнул,1,0.00017783373612674568
отозваться,2,0.00035566747225349135
рекомендованном,1,0.00017783373612674568
утешить,5,0.0008891686806337283
mais,94,0.016716371195914095
votre,69,0.01227052779274545
ли,571,0.10154306332837176
ваша,44,0.00782468438957681
тех,291,0.05174961721288299
пор,142,0.025252390529997885
выезжает,4,0.0007113349445069827
fait,39,0.006935515708943081
délices,1,0.00017783373612674568
monde,18,0.003201007250281422
trouve,8,0.0014226698890139654
belle,15,0.002667506041901185
jour,11,0.0019561710973942026
наклонился,5,0.0008891686806337283
признательности,1,0.00017783373612674568
часто,137,0.024363221849364156
продолжала,58,0.010314356695351249
минутного,9,0.001600503625140711
молчания,25,0.004445843403168641
придвигаясь,2,0.00035566747225349135
князю,193,0.03432191107246191
ласково,33,0.005868513292182607
выказывая,15,0.002667506041901185
этим,215,0.038234253267250315
светские,3,0.000533501208380237
разговоры,32,0.005690679556055862
кончены,7,0.0012448361528872196
начинается,11,0.0019561710973942026
задушевный,2,0.00035566747225349135
несправедливо,10,0.0017783373612674565
распределяется,1,0.00017783373612674568
счастие,41,0.007291183181196572
жизни,410,0.07291183181196571
судьба,30,0.00533501208380237
дала,16,0.002845339778027931
таких,67,0.01191486032049196
двух,149,0.026497226682885105
славных,1,0.00017783373612674568
исключая,11,0.0019561710973942026
анатоля,66,0.011737026584365214
вашего,30,0.00533501208380237
меньшого,4,0.0007113349445069827
люблю,122,0.021695715807462972
вставила,2,0.00035566747225349135
безапелляционно,1,0.00017783373612674568
приподняв,12,0.002134004833520948
брови,20,0.003556674722534913
прелестных,1,0.00017783373612674568
менее,87,0.015471535043026872
цените,1,0.00017783373612674568
их,866,0.15400401548576176
потому,600,0.1067002416760474
сто,50,0.008891686806337283
ите,1,0.00017783373612674568
улыбнулась,56,0.009958689223097757
восторженною,6,0.001067002416760474
voulez,6,0.001067002416760474
lafater,2,0.00035566747225349135
aurait,13,0.0023118385696476937
dit,34,0.006046347028309352
ai,74,0.013159696473379178
bosse,2,0.00035566747225349135
paternité,1,0.00017783373612674568
перестаньте,7,0.0012448361528872196
шутить,17,0.003023173514154676
серьезно,52,0.009247354278590775
поговорить,30,0.00533501208380237
вами,86,0.015293701306900127
недовольна,4,0.0007113349445069827
вашим,28,0.0049793446115488785
меньшим,2,0.00035566747225349135
сыном,36,0.006402014500562844
нами,66,0.011737026584365214
будь,19,0.0033788409864081675
сказано,39,0.006935515708943081
приняло,22,0.003912342194788405
грустное,4,0.0007113349445069827
нем,236,0.04196876172591198
величества,14,0.0024896723057744393
жалеют,4,0.0007113349445069827
молча,128,0.022762718224223447
значительно,33,0.005868513292182607
глядя,265,0.0471259400735876
ждала,21,0.003734508458661659
ответа,35,0.006224180764436098
поморщился,20,0.003556674722534913
ж,225,0.04001259062851777
делать,183,0.03254357371119446
наконец,116,0.020628713390702498
сделал,161,0.028631231516406053
воспитания,6,0.001067002416760474
отец,145,0.02578589173837812
оба,80,0.014226698890139652
вышли,49,0.008713853070210536
imbéciles,1,0.00017783373612674568
ипполит,57,0.010136522959224502
крайней,23,0.00409017593091515
мере,51,0.009069520542464028
покойный,2,0.00035566747225349135
дурак,32,0.005690679556055862
много,218,0.03876775447563056
вашем,16,0.002845339778027931
семействе,8,0.0014226698890139654
составляет,18,0.003201007250281422
наслаждение,18,0.003201007250281422
общества,57,0.010136522959224502
находят,2,0.00035566747225349135
прекрасною,4,0.0007113349445069827
день,389,0.06917732335330405
лафатер,2,0.00035566747225349135
шишки,1,0.00017783373612674568
родительской,1,0.00017783373612674568
любви,138,0.0245410555854909
дурни,5,0.0008891686806337283
анатоль,164,0.02916473272478629
беспокойный,4,0.0007113349445069827
различие,9,0.001600503625140711
неестественно,23,0.00409017593091515
одушевленно,1,0.00017783373612674568
обыкновенно,48,0.008536019334083792
этом,384,0.06828815467267034
резко,10,0.0017783373612674565
сложившихся,1,0.00017783373612674568
около,124,0.022051383279716463
рта,17,0.003023173514154676
морщинах,2,0.00035566747225349135
неожиданно,76,0.01351536394563267
грубое,4,0.0007113349445069827
неприятное,17,0.003023173514154676
зачем,141,0.02507455679387114
родятся,2,0.00035566747225349135
дети,43,0.007646850653450063
были,975,0.17338789272357702
могла,205,0.03645591590598286
упрекнуть,6,0.001067002416760474
задумчиво,18,0.003201007250281422
поднимая,33,0.005868513292182607
suie,1,0.00017783373612674568
votre1,1,0.00017783373612674568
seule,4,0.0007113349445069827
puis,16,0.002845339778027931
avouer,1,0.00017783373612674568
мои,55,0.009780855486971012
entraves,1,0.00017783373612674568
existence,3,0.000533501208380237
крест,23,0.00409017593091515
объясняю,2,0.00035566747225349135
помолчал,33,0.005868513292182607
выражая,15,0.002667506041901185
жестом,45,0.008002518125703555
покорность,5,0.0008891686806337283
жестокой,2,0.00035566747225349135
судьбе,3,0.000533501208380237
задумалась,8,0.0014226698890139654
женить,8,0.0014226698890139654
блудного,1,0.00017783373612674568
говорят,151,0.02685289415513859
старые,31,0.005512845819929116
девицы,10,0.0017783373612674565
ont,24,0.004268009667041896
manie,1,0.00017783373612674568
mariages,3,0.000533501208380237
чувствую,20,0.003556674722534913
собою,124,0.022051383279716463
этой,312,0.05548412567154465
слабости,21,0.003734508458661659
есть,496,0.08820553311886585
petite,12,0.002134004833520948
personne,5,0.0008891686806337283
несчастлива,3,0.000533501208380237
отцом,37,0.006579848236689589
parente,1,0.00017783373612674568
princesse6,1,0.00017783373612674568
болконская,8,0.0014226698890139654
светским,3,0.000533501208380237
людям,57,0.010136522959224502
быстротой,12,0.002134004833520948
соображения,26,0.004623677139295387
памяти,18,0.003201007250281422
показал,39,0.006935515708943081
движением,57,0.010136522959224502
головы,53,0.00942518801471752
принял,53,0.00942518801471752
соображению,1,0.00017783373612674568
сведения,20,0.003556674722534913
ит,14,0.0024896723057744393
40,99,0.01760553987654782
год,55,0.009780855486971012
видимо,254,0.045169768976193396
силах,47,0.008358185597957047
удерживать,15,0.002667506041901185
печальный,5,0.0008891686806337283
ход,28,0.0049793446115488785
своих,288,0.05121611600450275
мыслей,50,0.008891686806337283
пять,54,0.009603021750844265
пойдет,18,0.003201007250281422
voilà,41,0.007291183181196572
avantage,1,0.00017783373612674568
être,54,0.009603021750844265
père,34,0.006046347028309352
богата,5,0.0008891686806337283
княжна,583,0.1036770681618927
